Age,Income,PurchaseFrequency,Revenue,MarketingCost,CustomerID,Visitors,Purchases,Gender,Channel,Campaign,Impressions,Clicks,Churn
52,66698,7,9149,1399,693,934,3,Female,Direct Mail,Fall Sale,2153,363,0
38,77375,16,3082,1787,694,630,8,Female,TV,Spring Sale,2170,60,0
46,44870,4,2375,4662,695,773,1,Female,Radio,Fall Sale,1940,117,1
39,82492,2,5070,1355,696,150,7,Female,Direct Mail,Fall Sale,1423,916,0
49,95748,18,6132,2490,697,417,1,Male,Direct Mail,Summer Sale,5214,574,1
51,56571,18,2746,1128,698,959,7,Female,Radio,Fall Sale,6472,801,1
35,84429,7,4478,3728,699,182,5,Male,Email,Summer Sale,4043,915,1
63,66705,3,5932,3281,700,665,3,Female,Social Media,Spring Sale,7001,839,1
42,38943,16,8207,3590,701,330,2,Female,TV,Spring Sale,8560,218,0
64,47622,17,7021,141,702,140,9,Female,TV,Winter Sale,5671,983,0
23,62107,7,1089,786,703,631,8,Female,Social Media,Summer Sale,1946,913,1
51,52182,17,4646,220,704,645,5,Female,TV,Winter Sale,7150,978,1
60,37510,5,6469,1588,705,411,3,Male,Radio,Spring Sale,8427,614,1
28,64111,18,2805,2976,706,464,1,Male,Social Media,Fall Sale,5489,727,0
35,64417,5,8513,1577,707,285,5,Female,Direct Mail,Fall Sale,2439,371,0
55,71729,14,3111,4863,708,806,1,Female,TV,Summer Sale,9484,345,0
45,40612,5,6478,1427,709,906,7,Female,Radio,Winter Sale,6626,536,1
49,46978,10,2480,4696,710,456,1,Male,Email,Winter Sale,5263,95,1
25,74820,15,9154,1034,711,882,8,Male,TV,Fall Sale,7676,238,0
57,44372,12,2073,1509,712,747,3,Female,Social Media,Winter Sale,4201,96,1
58,38607,11,5479,1269,713,594,7,Female,Radio,Summer Sale,7795,845,1
26,57242,7,2336,1818,714,121,5,Male,TV,Fall Sale,5294,265,0
43,75204,2,6694,342,715,586,2,Female,TV,Winter Sale,7050,32,1
22,80834,3,8048,3764,716,991,8,Male,Radio,Winter Sale,9460,999,1
32,50375,7,3883,4429,717,464,4,Male,Radio,Spring Sale,1229,350,1
66,67678,17,4228,737,718,493,7,Male,TV,Fall Sale,6410,439,1
64,62503,19,8780,3104,719,121,2,Male,Social Media,Spring Sale,2064,316,1
67,53761,2,8919,4712,720,534,9,Female,TV,Fall Sale,4548,584,0
28,94548,4,8469,4131,721,740,4,Female,Direct Mail,Fall Sale,2058,881,0
54,46748,5,9507,185,722,656,1,Male,Email,Summer Sale,1624,378,1
32,93055,14,9477,2304,723,660,1,Female,Direct Mail,Fall Sale,1395,953,0
57,89751,14,554,165,724,235,2,Male,Direct Mail,Spring Sale,2671,471,0
21,50063,13,1039,1312,725,307,3,Female,TV,Winter Sale,5010,316,1
62,99959,11,7528,1142,726,929,7,Male,Email,Winter Sale,8335,489,1
22,49974,4,6396,2525,727,566,9,Female,Email,Summer Sale,3675,329,0
56,71855,11,364,2658,728,470,8,Female,Social Media,Winter Sale,1792,58,0
23,66806,18,3860,4773,729,541,8,Male,Email,Spring Sale,5284,72,1
55,58814,15,1313,3494,730,628,5,Female,Email,Spring Sale,1910,942,0
50,68688,12,1794,1569,731,281,5,Female,Radio,Winter Sale,7324,918,0
54,36477,18,2176,730,732,731,3,Male,Radio,Spring Sale,5035,773,1
50,94286,4,5664,3033,733,344,2,Male,Social Media,Winter Sale,2600,326,1
38,77608,15,8894,2391,734,152,6,Male,Direct Mail,Summer Sale,8361,60,0
32,64352,4,8555,3669,735,237,7,Female,Social Media,Winter Sale,6705,621,1
22,89600,5,4169,4170,736,757,7,Female,Direct Mail,Fall Sale,6168,766,0
53,91052,18,8211,2995,737,456,5,Male,Social Media,Spring Sale,4609,50,0
40,88994,16,8954,988,738,381,8,Female,Email,Winter Sale,7046,211,0
41,84969,11,462,2344,739,354,9,Female,Email,Spring Sale,7717,362,0
57,62701,18,8319,3205,740,797,8,Female,Social Media,Winter Sale,1686,123,1
35,73174,13,2570,2019,741,357,7,Female,Direct Mail,Spring Sale,5492,614,1
60,56725,2,4958,1033,742,276,9,Male,Radio,Fall Sale,7693,198,1
19,41938,13,5670,3382,743,481,2,Female,TV,Spring Sale,5769,326,1
47,40141,18,6889,2749,744,427,8,Female,Radio,Winter Sale,4717,706,0
64,64050,11,8641,1161,745,896,7,Male,Email,Fall Sale,3022,892,0
46,60033,17,7221,3520,746,424,9,Female,Email,Winter Sale,2503,388,0
51,93351,14,4761,2639,747,613,6,Female,Direct Mail,Summer Sale,6137,311,0
59,65211,9,3745,2375,748,268,5,Female,Social Media,Summer Sale,6627,503,0
68,90992,15,1694,2053,749,220,3,Female,Direct Mail,Fall Sale,3247,932,1
47,57625,14,3595,1551,750,205,5,Male,TV,Summer Sale,2134,324,0
29,72737,13,3655,3329,751,922,7,Male,TV,Summer Sale,1701,76,1
19,86858,14,4472,1764,752,916,3,Female,Radio,Spring Sale,1028,369,0
54,79450,12,3974,2655,753,511,2,Male,Email,Spring Sale,2995,365,1
23,61935,7,8318,384,754,986,5,Female,Email,Spring Sale,4528,489,0
36,60834,18,5805,1813,755,284,6,Male,Radio,Summer Sale,3975,451,1
62,50161,14,2874,4652,756,579,3,Female,Social Media,Winter Sale,2956,587,0
45,78267,19,3571,1836,757,972,6,Male,Radio,Winter Sale,4506,872,1
37,82321,5,2714,1067,758,798,7,Female,Social Media,Spring Sale,9262,528,0
59,59591,4,6509,2894,759,360,3,Male,Email,Summer Sale,9767,515,1
21,74008,14,3065,744,760,124,7,Female,Social Media,Fall Sale,5777,318,0
30,40997,16,3972,3900,761,160,7,Female,Social Media,Summer Sale,1346,633,1
59,41454,6,5122,2189,762,747,7,Female,Email,Spring Sale,2666,903,0
28,88086,19,6714,3381,763,445,1,Male,Direct Mail,Fall Sale,1137,365,1
61,44928,10,1384,1508,764,292,7,Male,Direct Mail,Spring Sale,4687,816,0
54,85187,17,3203,3930,765,104,2,Male,Social Media,Spring Sale,7647,689,0
24,32801,18,7362,2909,766,216,9,Male,Radio,Summer Sale,1955,879,0
49,41343,3,5034,1337,767,488,1,Male,Radio,Spring Sale,1653,56,0
63,89330,5,6891,3116,768,234,7,Male,TV,Fall Sale,6455,835,1
41,86327,5,3421,3365,769,206,9,Male,Radio,Summer Sale,8501,408,0
27,44393,14,556,2944,770,270,4,Female,Direct Mail,Summer Sale,9512,19,0
21,74268,12,407,2051,771,644,7,Female,Social Media,Winter Sale,7772,479,0
25,91106,2,8901,2206,772,979,9,Male,TV,Spring Sale,4248,947,1
47,81607,11,972,2793,773,248,5,Female,Direct Mail,Spring Sale,8763,951,1
63,85668,9,6044,455,774,121,7,Female,Direct Mail,Summer Sale,3475,770,0
67,71737,7,7255,4640,775,145,2,Male,Radio,Winter Sale,5223,208,0
41,90992,14,4734,516,776,599,1,Male,Radio,Winter Sale,3803,620,1
68,41729,13,1850,3813,777,604,3,Female,Email,Summer Sale,6746,888,0
21,39859,7,4334,73,778,731,8,Male,Radio,Fall Sale,2802,322,1
42,56472,10,4014,4156,779,903,2,Male,Direct Mail,Summer Sale,9703,389,0
37,33518,9,2243,1187,780,456,8,Female,Social Media,Spring Sale,6590,358,0
45,63538,15,7697,2992,781,324,4,Female,Social Media,Spring Sale,3367,818,0
62,70395,10,1030,2714,782,365,7,Female,Radio,Fall Sale,4704,16,0
21,80551,8,6532,1273,783,553,7,Male,TV,Fall Sale,5623,975,0
55,47336,3,3677,3960,784,803,5,Male,Direct Mail,Summer Sale,1953,475,0
28,81926,9,6686,3871,785,974,4,Female,Social Media,Winter Sale,3633,930,1
38,74157,7,4323,3175,786,734,1,Female,Social Media,Winter Sale,3765,267,1
59,45698,19,1010,4054,787,960,5,Male,Radio,Winter Sale,6659,881,0
68,62631,10,8753,3952,788,957,3,Male,Radio,Summer Sale,9775,893,0
41,32086,1,6488,3643,789,891,9,Female,Social Media,Spring Sale,2464,531,0
54,62511,10,8550,4771,790,561,5,Female,Radio,Summer Sale,6466,105,0
50,51297,13,1371,1674,791,406,1,Male,TV,Summer Sale,6268,967,1
61,42470,15,8596,4126,792,655,2,Male,Radio,Winter Sale,4128,43,1
64,99734,7,1232,4981,793,315,6,Female,Email,Summer Sale,3424,475,1
64,62665,7,7124,4152,794,120,1,Male,Social Media,Spring Sale,7897,897,1
23,33832,11,5574,2935,795,292,1,Male,TV,Spring Sale,8663,131,0
51,33616,8,1721,1267,796,386,8,Male,Email,Summer Sale,3675,518,0
51,75404,7,3472,3447,797,591,7,Male,TV,Winter Sale,8547,18,0
47,89956,18,3020,812,798,468,5,Female,Direct Mail,Spring Sale,9394,450,0
26,93026,4,8375,1296,799,290,3,Male,Radio,Summer Sale,4922,333,1
42,52101,10,3465,1173,800,462,8,Female,Email,Spring Sale,4325,562,0
54,79033,19,3982,4303,801,497,9,Female,Direct Mail,Spring Sale,8076,983,1
61,79379,9,6854,1235,802,810,4,Male,Email,Summer Sale,3494,163,0
63,63392,2,4994,828,803,150,7,Female,Email,Spring Sale,9243,752,1
23,88148,8,357,4154,804,375,8,Female,Direct Mail,Fall Sale,6747,424,0
34,88593,18,8163,1331,805,656,7,Female,Email,Fall Sale,6776,438,0
25,92489,4,5640,683,806,951,5,Female,Direct Mail,Spring Sale,6971,327,1
62,86169,19,1464,1794,807,293,8,Male,Social Media,Summer Sale,8505,431,1
18,88448,8,4063,2265,808,643,4,Male,Social Media,Spring Sale,5485,723,0
58,31570,2,7156,4791,809,932,2,Female,TV,Winter Sale,6416,334,1
36,31782,18,2281,1266,810,837,9,Male,Radio,Summer Sale,4908,302,0
67,87901,3,7884,2726,811,497,9,Female,Radio,Spring Sale,5647,543,0
47,69370,15,6194,3034,812,976,4,Female,TV,Spring Sale,7171,872,1
49,60600,18,9762,3463,813,539,3,Male,Social Media,Fall Sale,3699,897,0
36,91580,14,2113,3348,814,514,7,Female,Radio,Spring Sale,8619,453,0
23,90597,3,3308,3254,815,962,8,Male,TV,Summer Sale,8967,156,1
62,64663,3,9589,1747,816,359,2,Female,Social Media,Winter Sale,9776,714,1
68,62947,17,8614,2907,817,952,5,Female,TV,Fall Sale,3944,595,0
38,48581,4,2166,4837,818,716,2,Male,Social Media,Summer Sale,9761,805,0
48,46182,8,8017,3180,819,170,6,Male,Direct Mail,Summer Sale,4559,510,1
59,68699,10,5722,855,820,635,7,Male,Radio,Summer Sale,5811,705,0
20,60179,2,2352,4279,821,371,2,Male,Email,Spring Sale,9031,442,1
34,53949,8,3344,2638,822,879,4,Female,Radio,Winter Sale,7818,16,1
36,74544,10,1210,4708,823,504,8,Female,TV,Summer Sale,2154,474,1
18,81986,13,4286,969,824,726,1,Female,Social Media,Winter Sale,1164,412,1
61,65246,2,2617,3527,825,921,4,Male,Direct Mail,Winter Sale,8513,724,1
64,96425,14,7291,4479,826,343,7,Male,Social Media,Summer Sale,2801,452,0
66,82420,11,8112,3930,827,681,8,Female,Direct Mail,Spring Sale,9311,220,1
62,58646,11,8097,3181,828,714,4,Female,Radio,Summer Sale,7945,769,0
49,98897,7,7238,3124,829,856,5,Male,Radio,Fall Sale,6050,837,0
29,88378,10,5539,4551,830,690,6,Male,Social Media,Winter Sale,6677,551,1
32,58196,11,7470,3849,831,819,4,Male,Radio,Fall Sale,9636,759,1
27,50896,1,3643,912,832,442,6,Male,Email,Winter Sale,5652,2,0
25,83725,18,3675,2580,833,991,8,Male,Social Media,Fall Sale,1693,518,1
34,73383,17,823,2302,834,792,8,Male,Email,Winter Sale,7450,607,1
22,32744,17,9340,3380,835,143,5,Male,Radio,Fall Sale,8109,575,0
57,58900,14,4468,1572,836,226,9,Female,TV,Fall Sale,5222,493,0
52,77374,6,9622,3324,837,211,3,Female,TV,Spring Sale,8672,902,0
19,33124,7,3506,4931,838,739,8,Female,Radio,Spring Sale,2088,819,0
33,43203,6,1698,1934,839,179,6,Female,Social Media,Fall Sale,1744,640,0
68,58562,9,8293,451,840,574,2,Male,Social Media,Fall Sale,3812,837,0
65,39885,12,9630,680,841,147,1,Female,Social Media,Summer Sale,8776,459,1
50,89912,9,6878,3718,842,363,9,Male,Radio,Summer Sale,3260,617,1
49,62475,3,1015,3300,843,816,8,Female,Radio,Spring Sale,8055,712,1
50,70015,18,2193,4089,844,418,2,Female,Direct Mail,Fall Sale,7133,452,1
18,81457,2,2248,2717,845,771,2,Male,Radio,Spring Sale,5010,729,1
32,82208,7,1472,4374,846,986,1,Male,Radio,Fall Sale,6444,924,1
34,36678,10,4318,1803,847,264,9,Female,TV,Summer Sale,2350,200,1
23,34782,11,6814,680,848,628,3,Female,Email,Winter Sale,2029,711,0
51,39506,11,7637,2167,849,132,9,Male,Direct Mail,Winter Sale,7902,614,1
38,59432,5,2389,482,850,307,2,Female,Email,Spring Sale,3560,430,0
18,55362,15,2863,1111,851,161,2,Male,Direct Mail,Summer Sale,9999,884,1
66,78460,9,6089,4346,852,959,1,Male,Social Media,Fall Sale,5554,437,1
41,87919,16,5668,2834,853,316,5,Female,Direct Mail,Winter Sale,5872,974,0
38,77585,19,9543,2683,854,873,7,Male,TV,Winter Sale,2647,760,0
52,94921,12,8084,2292,855,137,9,Female,Direct Mail,Summer Sale,3925,308,0
36,43175,14,9160,3068,856,992,6,Male,Email,Summer Sale,9165,48,0
18,77049,11,8666,3515,857,491,8,Female,Radio,Summer Sale,8016,325,1
26,67617,5,2836,999,858,165,7,Male,Email,Fall Sale,6379,818,1
18,69062,4,7401,2695,859,488,3,Female,Radio,Fall Sale,2963,305,0
36,99885,1,1169,1042,860,160,2,Male,Email,Fall Sale,5399,557,0
65,57081,7,6635,4259,861,741,6,Male,Radio,Winter Sale,7457,693,0
57,62897,13,306,2761,862,992,5,Male,TV,Summer Sale,4202,748,1
43,47862,18,1889,4833,863,675,5,Male,Email,Summer Sale,2638,436,0
35,33760,19,9546,2589,864,268,3,Male,Radio,Summer Sale,9705,950,1
44,55463,13,8266,2484,865,303,9,Male,TV,Winter Sale,1644,732,1
50,38640,16,1333,639,866,316,4,Male,Direct Mail,Fall Sale,1159,583,0
52,32456,7,6878,2926,867,867,7,Male,Direct Mail,Fall Sale,3648,627,1
38,51052,12,2990,1921,868,799,1,Male,TV,Spring Sale,9162,217,0
59,65027,1,7076,3061,869,631,8,Female,TV,Summer Sale,9724,520,1
65,71799,9,8418,1512,870,427,9,Male,Direct Mail,Summer Sale,7256,842,1
46,98966,1,8496,3271,871,650,9,Female,Radio,Fall Sale,7780,247,0
47,35390,15,904,969,872,810,8,Female,Direct Mail,Spring Sale,9090,155,1
44,50314,4,1572,2839,873,307,4,Male,TV,Summer Sale,4422,136,1
63,88976,11,4755,2674,874,598,6,Female,Direct Mail,Fall Sale,8102,474,0
26,48329,19,3032,1909,875,489,9,Female,Social Media,Spring Sale,7181,615,0
47,65993,9,5369,1076,876,158,8,Female,Radio,Spring Sale,6487,504,1
37,76744,6,1423,3324,877,339,4,Male,Radio,Spring Sale,8843,723,0
51,72747,4,6883,1294,878,791,6,Male,TV,Winter Sale,4958,481,1
68,59180,7,777,908,879,597,3,Male,Radio,Summer Sale,1844,674,1
35,76544,2,9333,196,880,442,5,Female,TV,Summer Sale,4200,97,1
45,39077,5,8809,2438,881,978,7,Male,Direct Mail,Spring Sale,1368,148,1
69,46577,14,7260,2718,882,676,8,Male,TV,Fall Sale,3431,504,1
34,77331,12,2257,1907,883,678,9,Male,TV,Spring Sale,8871,121,0
26,65196,1,4501,1677,884,987,3,Male,Email,Summer Sale,3304,764,0
62,95622,11,2498,2802,885,880,2,Male,Radio,Fall Sale,6839,259,0
63,69489,6,7291,474,886,740,3,Male,Social Media,Fall Sale,2448,102,1
35,49047,16,5839,1338,887,970,4,Male,Email,Winter Sale,6100,690,1
21,92139,9,7733,3018,888,771,6,Female,Email,Spring Sale,8326,852,0
67,37407,4,5649,2287,889,602,6,Female,Direct Mail,Winter Sale,7543,303,0
44,44531,8,3117,4969,890,819,8,Female,Radio,Spring Sale,3774,228,1
60,38667,1,7577,4348,891,995,4,Male,Direct Mail,Fall Sale,2514,981,1
68,77725,2,6809,98,892,124,5,Male,Radio,Winter Sale,8917,314,1
63,60618,7,6561,4418,893,321,2,Male,Radio,Fall Sale,3251,343,0
27,56688,12,3119,3549,894,403,5,Female,Email,Fall Sale,7118,641,0
58,94627,5,3067,2269,895,534,4,Female,Radio,Fall Sale,2682,572,0
40,49009,2,7356,2561,896,268,4,Male,Radio,Spring Sale,8600,718,1
69,66514,13,8165,1508,897,563,5,Male,TV,Fall Sale,7495,121,0
55,40089,6,4358,1836,898,286,7,Male,Radio,Fall Sale,2611,378,0
54,46865,13,3898,2080,899,279,3,Male,Email,Spring Sale,6220,645,0
45,75870,16,6912,4342,900,151,5,Male,Email,Spring Sale,6130,192,1
55,44534,7,6894,901,901,993,8,Female,TV,Fall Sale,4034,935,0
65,37963,15,9755,1712,902,842,9,Male,Email,Summer Sale,7659,85,0
62,91323,14,1671,2080,903,971,7,Male,Social Media,Summer Sale,5070,785,0
53,70579,6,5495,3716,904,892,7,Female,Social Media,Fall Sale,7837,124,1
45,34847,6,7745,2172,905,305,1,Male,Email,Summer Sale,1689,202,0
25,69435,9,7892,4973,906,659,6,Male,TV,Winter Sale,7499,992,1
19,84573,15,5375,1939,907,645,8,Male,TV,Summer Sale,5696,299,1
36,35192,13,6927,1939,908,844,2,Female,Social Media,Summer Sale,9981,916,1
30,52778,14,9549,1247,909,619,7,Female,Direct Mail,Winter Sale,1662,174,1
68,57726,8,6760,430,910,979,3,Male,TV,Fall Sale,3384,293,0
67,94113,16,2441,2048,911,674,9,Female,Radio,Winter Sale,2764,824,0
31,39319,9,7033,1344,912,449,2,Male,Email,Fall Sale,2832,432,1
25,65506,11,4734,60,913,879,9,Male,Radio,Winter Sale,5069,189,1
23,72766,12,5690,4181,914,900,7,Male,Radio,Summer Sale,9332,148,1
39,64586,19,7532,714,915,170,6,Female,Direct Mail,Spring Sale,2426,440,1
54,83616,15,9630,2778,916,351,9,Female,Email,Fall Sale,9719,884,0
42,86143,2,8265,3231,917,588,7,Male,Direct Mail,Fall Sale,9049,993,0
23,77283,7,8000,4766,918,143,1,Male,Social Media,Fall Sale,7050,826,0
64,92035,4,6746,2448,919,771,8,Male,Social Media,Winter Sale,8160,402,1
56,70008,6,9804,2775,920,673,8,Male,Social Media,Spring Sale,5303,340,0
68,61558,19,2125,4801,921,934,1,Male,Direct Mail,Summer Sale,4442,210,1
69,73971,14,963,4895,922,467,1,Female,TV,Spring Sale,8966,204,1
56,68810,10,463,1448,923,925,9,Female,Email,Spring Sale,1770,939,1
48,75468,1,7722,4809,924,616,4,Female,Email,Summer Sale,1223,88,0
20,93108,10,3966,817,925,477,8,Female,Social Media,Spring Sale,4519,791,0
49,40160,3,6193,2104,926,393,1,Female,Email,Summer Sale,3773,729,1
51,55061,10,2622,4715,927,375,8,Female,Radio,Fall Sale,3503,838,1
66,41270,3,5291,3381,928,822,1,Male,TV,Winter Sale,6986,27,1
45,97626,8,9927,569,929,854,5,Female,Radio,Winter Sale,5804,806,1
47,85532,6,2009,3352,930,666,4,Female,Social Media,Spring Sale,7423,619,0
50,84586,10,8648,2335,931,601,6,Female,Social Media,Summer Sale,6564,486,0
68,35767,19,821,1807,932,190,4,Male,Social Media,Summer Sale,8856,413,0
63,63289,16,2632,4833,933,185,1,Male,Direct Mail,Spring Sale,6148,156,0
54,78364,14,3294,990,934,576,9,Female,Direct Mail,Spring Sale,9955,764,1
35,77854,18,2465,1144,935,389,1,Male,Radio,Winter Sale,5840,330,0
35,83130,1,203,789,936,200,1,Male,Direct Mail,Winter Sale,8457,463,0
35,93641,11,524,3064,937,412,7,Female,Email,Winter Sale,2244,61,0
32,59890,3,5216,3126,938,594,8,Male,Radio,Spring Sale,3112,630,0
24,96168,14,8397,2865,939,692,4,Male,Social Media,Fall Sale,5225,150,1
63,68641,9,7927,4876,940,830,8,Male,Radio,Winter Sale,1728,69,1
52,63455,17,5505,1566,941,421,3,Male,Direct Mail,Fall Sale,9672,475,0
48,48266,18,9731,1868,942,582,7,Male,TV,Spring Sale,1486,407,0
25,93501,13,2305,1748,943,620,3,Female,Radio,Winter Sale,9246,322,1
61,76579,18,7869,4907,944,116,6,Male,Email,Summer Sale,6739,539,1
30,38788,5,9451,867,945,627,7,Female,Social Media,Winter Sale,3986,287,1
41,67635,18,9445,296,946,687,7,Female,TV,Winter Sale,5320,345,1
21,65344,2,1871,725,947,800,9,Female,Social Media,Summer Sale,5419,333,0
65,82829,13,6767,1203,948,924,7,Male,TV,Summer Sale,5606,204,0
39,80218,14,9542,726,949,887,4,Male,Email,Summer Sale,3201,412,0
21,90296,5,3293,3557,950,885,5,Male,Radio,Fall Sale,3440,634,1
21,39629,1,6718,419,951,695,1,Female,TV,Winter Sale,8400,80,1
41,70245,15,1863,1164,952,642,8,Female,Social Media,Spring Sale,1485,471,0
27,89887,15,4215,3427,953,127,4,Male,Radio,Spring Sale,4230,812,1
52,49408,15,959,4190,954,839,3,Male,Social Media,Fall Sale,5824,409,1
67,80082,17,1128,4717,955,668,1,Female,Social Media,Fall Sale,1906,972,0
59,88778,6,8385,4604,956,665,3,Female,Email,Summer Sale,6682,393,1
47,33878,1,2206,4803,957,565,6,Female,Social Media,Winter Sale,6397,375,1
54,80292,5,6789,1376,958,156,4,Female,Direct Mail,Spring Sale,3223,716,0
18,51659,5,9273,2156,959,864,5,Female,Email,Spring Sale,2368,909,0
26,33157,6,4795,4109,960,974,1,Male,Email,Fall Sale,4464,973,0
60,84520,3,9533,4086,961,278,3,Male,Email,Winter Sale,2624,577,1
20,76312,16,7598,3333,962,365,6,Male,Email,Spring Sale,6239,681,1
22,45420,16,9920,157,963,446,2,Male,Direct Mail,Summer Sale,3273,918,0
50,39760,19,1393,790,964,995,1,Male,TV,Summer Sale,5051,154,0
37,73040,17,912,4594,965,526,7,Male,Email,Spring Sale,1472,753,1
53,31343,6,6308,317,966,180,7,Male,Social Media,Winter Sale,3069,186,1
51,42444,8,2913,2395,967,728,4,Male,TV,Fall Sale,6351,997,0
57,68895,19,1514,436,968,700,8,Male,Social Media,Winter Sale,8567,6,0
59,44744,7,6926,2046,969,574,1,Male,Radio,Fall Sale,2512,904,0
48,98382,17,1854,4150,970,178,4,Female,Social Media,Winter Sale,9991,345,1
46,74100,13,2885,4015,971,376,2,Female,Email,Winter Sale,4658,914,0
49,51788,12,9159,4925,972,777,8,Male,Radio,Winter Sale,4022,548,1
64,89670,13,7747,1346,973,202,1,Male,TV,Spring Sale,4625,389,1
34,54345,12,5677,558,974,603,9,Male,Email,Fall Sale,8456,506,0
38,40912,2,8139,4965,975,660,8,Male,Radio,Winter Sale,4761,852,0
33,46379,9,9646,2968,976,991,4,Male,Direct Mail,Winter Sale,4610,708,0
35,43551,17,6569,545,977,158,4,Female,Direct Mail,Winter Sale,3535,798,0
40,59696,8,2327,3749,978,393,2,Male,Social Media,Spring Sale,6972,768,1
46,54853,14,2888,309,979,595,2,Male,Social Media,Winter Sale,7823,548,1
52,83354,1,2954,135,980,453,8,Male,Radio,Winter Sale,3963,619,1
31,75434,2,6866,2514,981,633,3,Female,TV,Summer Sale,4703,935,0
28,62213,17,5449,2597,982,304,9,Male,Radio,Fall Sale,8775,992,1
54,64811,3,1978,2388,983,388,6,Male,Social Media,Winter Sale,4217,844,1
49,55415,6,1635,1145,984,354,9,Male,Direct Mail,Winter Sale,4900,409,1
25,92161,14,3134,3481,985,969,7,Male,Email,Spring Sale,5891,124,1
46,98697,5,3641,3595,986,505,6,Female,Radio,Spring Sale,7461,580,0
41,63079,17,481,704,987,901,7,Female,Direct Mail,Summer Sale,6659,396,0
62,39920,4,5820,2570,988,874,8,Male,Email,Summer Sale,4425,771,0
52,44314,2,6804,4595,989,667,9,Female,Social Media,Spring Sale,8834,401,0
65,49395,19,3034,644,990,542,5,Female,Direct Mail,Summer Sale,2146,66,0
56,90608,8,2984,4918,991,934,5,Male,Social Media,Winter Sale,6936,171,1
67,51031,9,374,4019,992,201,7,Male,Direct Mail,Spring Sale,6535,451,1
66,72377,19,4606,4039,993,466,8,Female,TV,Spring Sale,6248,72,0
41,99576,9,4762,183,994,743,6,Male,TV,Spring Sale,4009,125,1
41,37201,13,6130,3522,995,107,4,Male,Social Media,Summer Sale,1631,924,1
45,70268,15,9916,2028,996,726,5,Female,Direct Mail,Winter Sale,7803,320,0
52,64719,3,7868,4251,997,175,5,Female,Direct Mail,Spring Sale,8834,592,0
18,91355,7,4800,3763,998,787,9,Male,TV,Summer Sale,9246,717,1
51,85581,10,3309,3521,999,713,9,Male,Direct Mail,Winter Sale,9329,169,1
48,64695,1,5187,4755,1000,784,9,Female,Email,Winter Sale,2872,25,0
66,85673,18,617,3313,1001,517,7,Male,Email,Summer Sale,7821,731,1
33,58919,8,7962,934,1002,428,4,Male,Social Media,Winter Sale,3407,649,1
20,79606,9,4235,4481,1003,481,5,Male,TV,Winter Sale,7990,830,0
22,86922,13,1587,4282,1004,747,5,Female,Email,Fall Sale,7855,301,0
39,46447,3,5956,2116,1005,293,7,Male,Email,Summer Sale,4607,797,1
28,76873,1,7467,4581,1006,347,7,Male,Direct Mail,Spring Sale,6740,628,0
34,99270,15,836,4184,1007,194,2,Female,Email,Fall Sale,4163,184,0
50,34721,5,8816,4244,1008,548,8,Female,Social Media,Winter Sale,4762,450,1
35,64188,4,5942,1555,1009,493,9,Male,Direct Mail,Summer Sale,6873,164,1
44,91310,7,2529,1756,1010,942,7,Male,Direct Mail,Winter Sale,5754,286,1
54,79542,9,2005,4676,1011,516,1,Male,Social Media,Fall Sale,5249,772,1
28,77506,13,6631,1914,1012,505,1,Male,Email,Spring Sale,4656,264,0
23,91792,11,2934,3990,1013,342,3,Male,Email,Summer Sale,2370,548,1
64,42049,2,740,4285,1014,797,1,Male,Social Media,Fall Sale,6857,914,0
19,38478,9,1744,2321,1015,606,9,Male,TV,Summer Sale,6345,310,1
33,96451,7,1860,435,1016,971,1,Female,Direct Mail,Spring Sale,4119,176,0
66,75966,1,1748,1048,1017,885,5,Male,Radio,Winter Sale,7439,502,0
50,82453,4,4138,3776,1018,421,8,Male,Direct Mail,Summer Sale,4179,983,0
29,65437,13,5620,1473,1019,948,1,Male,Email,Summer Sale,4545,279,0
19,92636,16,5630,1270,1020,292,5,Female,Radio,Winter Sale,9273,882,0
52,36534,11,7810,325,1021,805,8,Male,TV,Summer Sale,2650,452,0
66,84749,14,4428,1704,1022,590,1,Female,Social Media,Summer Sale,9407,456,0
29,39414,9,4639,4163,1023,673,6,Male,Email,Fall Sale,5398,619,0
23,70930,14,7503,1217,1024,609,2,Male,TV,Spring Sale,4799,893,0
68,83511,9,781,4426,1025,213,7,Female,Email,Spring Sale,3392,483,1
19,46235,6,756,1526,1026,342,2,Female,TV,Spring Sale,5191,531,1
27,68759,8,5312,4274,1027,414,2,Female,Radio,Summer Sale,1044,73,1
32,73251,5,1038,2786,1028,399,3,Male,Radio,Winter Sale,1315,947,1
60,77442,8,2925,4169,1029,392,3,Male,TV,Summer Sale,1754,626,1
32,41873,10,4118,1163,1030,266,5,Female,TV,Winter Sale,2791,113,0
48,94612,1,9032,2008,1031,879,9,Male,Email,Summer Sale,5850,858,0
51,41325,18,2783,2495,1032,832,9,Male,Radio,Winter Sale,3102,41,1
68,89953,18,4920,4222,1033,212,7,Female,Radio,Fall Sale,7334,152,0
68,83925,2,561,1443,1034,802,3,Male,Social Media,Winter Sale,9366,412,1
20,35782,4,9656,412,1035,415,3,Female,TV,Winter Sale,2269,934,1
60,99141,2,5410,4834,1036,406,6,Female,Direct Mail,Summer Sale,3178,372,1
33,32419,3,7382,3080,1037,156,1,Female,Social Media,Winter Sale,7151,987,1
67,66233,14,1990,3485,1038,142,3,Female,Radio,Winter Sale,1357,6,0
